booking_id,user_id,technician_id,service_category,problem_description,booking_date,status,final_cost,rating,simulated_distance_deg
5047,143,120,dish,"Satellite signal is weak, dish needs realignment.",2025-09-29 15:28:19.898493,Completed,248,3.0,0.1486
5048,499,71,oven/cooker,Microwave turntable stopped spinning.,2026-01-05 15:28:19.898493,Canceled,0,,0.1169
5049,17,69,dish,"Dish was damaged in wind storm, needs fixing.",2025-05-21 15:28:19.898493,Canceled,0,,0.2946
5050,196,90,plumbing,The kitchen drain is clogged and water backs up.,2025-05-04 15:28:19.898493,Canceled,0,,0.042
5051,345,98,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-10-23 15:28:19.898493,Canceled,0,,0.4261
5052,463,45,oven/cooker,Stove top electric coil needs replacement.,2026-02-12 15:28:19.898493,Canceled,0,,0.0074
5053,414,59,plumbing,Dishwasher water line needs professional installation.,2025-06-04 15:28:19.898493,Canceled,0,,0.1194
5054,148,4,plumbing,The kitchen drain is clogged and water backs up.,2025-11-26 15:28:19.898493,Completed,185,4.0,0.0455
5055,163,82,dish,New receiver programming and channel scan.,2025-04-12 15:28:19.898493,Completed,270,4.0,0.0928
5056,465,66,oven/cooker,"Oven temperature is inconsistent, burns food.",2025-08-20 15:28:19.898493,Completed,832,5.0,0.0276
5057,27,186,painter,Fresh paint job for the entire apartment.,2025-09-27 15:28:19.898493,Canceled,0,,0.3215
5058,482,12,painter,Textured wall finish for the bedroom.,2025-05-25 15:28:19.898493,Canceled,0,,0.0122
5059,65,27,fan,Attic ventilation fan installation needed.,2025-05-26 15:28:19.898493,Completed,570,4.0,0.0436
5060,493,12,painter,Fill holes and repaint where old shelves were mounted.,2025-06-09 15:28:19.898493,Completed,120,4.0,0.0139
5061,238,149,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-03-12 15:28:19.898493,Completed,398,3.0,0.0094
5062,240,56,carpentry,Fixing a broken leg on the dining table.,2025-10-26 15:28:19.898493,Canceled,0,,0.0108
5063,480,182,painter,Exterior balcony walls need weather-resistant paint.,2025-11-08 15:28:19.898493,Completed,1392,4.0,0.0518
5064,194,183,plumbing,"Bathroom pipe burst, flooding the floor!",2025-06-25 15:28:19.898493,Completed,1209,5.0,0.0348
5065,30,21,painter,Decorative accent wall with two-tone color.,2025-05-06 15:28:19.898493,Completed,296,3.0,0.1406
5066,155,159,carpentry,Wall-mounted bookshelf needs professional installation.,2025-09-21 15:28:19.898493,Completed,1146,5.0,0.0983
5067,121,99,dish,"Receiver not picking up channels, needs configuration.",2025-06-15 15:28:19.898493,Completed,568,3.0,0.3139
5068,41,46,plumbing,"Bathroom pipe burst, flooding the floor!",2025-04-30 15:28:19.898493,Completed,638,5.0,0.0403
5069,254,50,electrical,Wiring for the new smart TV setup.,2026-02-01 15:28:19.898493,Completed,1635,5.0,0.0276
5070,466,149,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-06-08 15:28:19.898493,Completed,398,3.0,0.0072
5071,20,98,oven/cooker,Stove top electric coil needs replacement.,2025-05-22 15:28:19.898493,Completed,304,3.0,0.1496
5072,355,194,fridge/freezer,"Freezer frost buildup, can't close the door.",2025-08-13 15:28:19.898493,Completed,476,5.0,0.031
5073,29,140,home cleaning,"Upholstery and sofa cleaning, pet stains.",2025-07-06 15:28:19.898493,Completed,238,4.0,0.0333
5074,89,66,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2026-02-23 15:28:19.898493,Completed,1248,4.0,0.0334
5075,216,150,oven/cooker,"Oven temperature is inconsistent, burns food.",2025-07-20 15:28:19.898493,Completed,946,5.0,0.0368
5076,423,116,painter,Bathroom ceiling paint is peeling off.,2025-11-11 15:28:19.898493,Completed,936,5.0,0.3686
5077,49,37,home cleaning,"Upholstery and sofa cleaning, pet stains.",2025-09-26 15:28:19.898493,Completed,374,4.0,0.168
5078,175,78,fan,Pedestal fan making grinding noise.,2025-08-23 15:28:19.898493,Completed,694,5.0,0.0313
5079,321,34,air condition,AC is running but not cooling the room at all.,2025-10-05 15:28:19.898493,Completed,633,4.0,0.0416
5080,423,79,dish,Run cable from dish to multiple rooms.,2025-09-16 15:28:19.898493,Canceled,0,,0.0317
5081,213,137,dish,Need TV wall mounted in the living room.,2025-07-02 15:28:19.898493,Completed,190,4.0,0.1169
5082,57,78,fan,Need to install a new ceiling fan in the bedroom.,2026-03-08 15:28:19.898493,Completed,694,5.0,0.1455
5083,35,171,air condition,Split unit filter and coil cleaning.,2025-10-07 15:28:19.898493,Canceled,0,,0.0227
5084,444,91,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2026-02-25 15:28:19.898493,Canceled,0,,0.0245
5085,469,19,carpentry,"Bathroom cabinet door fell off, need repair.",2025-06-30 15:28:19.898493,Completed,233,4.0,0.0202
5086,196,137,dish,Run cable from dish to multiple rooms.,2025-04-09 15:28:19.898493,Canceled,0,,0.1148
5087,87,119,fan,Replace old ceiling fan with a modern one.,2026-02-24 15:28:19.898493,Completed,1190,5.0,0.0174
5088,130,106,carpentry,Assembling a new IKEA wardrobe.,2025-09-05 15:28:19.898493,Completed,298,4.0,0.111
5089,375,156,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-07-06 15:28:19.898493,Completed,494,4.0,0.129
5090,477,14,fridge/freezer,Fridge compressor running but not cooling.,2025-08-08 15:28:19.898493,Canceled,0,,0.024
5091,456,108,painter,Exterior balcony walls need weather-resistant paint.,2026-02-09 15:28:19.898493,Completed,531,3.0,0.0225
5092,373,77,painter,Minor wall touch-ups after furniture was moved.,2025-11-18 15:28:19.898493,Completed,258,4.0,0.4397
5093,103,121,electrical,Half the lights in the apartment went out suddenly.,2025-09-27 15:28:19.898493,Completed,627,4.0,0.029
5094,175,145,fan,Need to install a new ceiling fan in the bedroom.,2025-05-09 15:28:19.898493,Completed,322,3.0,0.0221
5095,231,28,air condition,Air conditioner gas recharge needed.,2025-04-14 15:28:19.898493,Canceled,0,,0.1191
5096,25,103,fan,"Ceiling fan stopped working, no rotation.",2025-04-30 15:28:19.898493,Canceled,0,,0.0169
5097,398,130,dish,Satellite dish setup with receiver configuration.,2026-01-05 15:28:19.898493,Completed,208,3.0,0.1408
5098,105,98,oven/cooker,Microwave turntable stopped spinning.,2025-11-28 15:28:19.898493,Completed,152,3.0,0.1554
5099,304,15,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-04-28 15:28:19.898493,Completed,214,3.0,0.3111
5100,155,174,painter,Minor wall touch-ups after furniture was moved.,2025-12-31 15:28:19.898493,Canceled,0,,0.1084
5101,22,195,dish,"Satellite signal is weak, dish needs realignment.",2025-09-16 15:28:19.898493,Completed,224,4.0,0.0045
5102,446,149,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-03-21 15:28:19.898493,Completed,398,2.0,0.2831
5103,439,78,fan,Stand fan oscillation mechanism is broken.,2025-06-10 15:28:19.898493,Completed,694,5.0,0.0295
5104,269,11,painter,Minor wall touch-ups after furniture was moved.,2025-04-10 15:28:19.898493,Completed,786,5.0,0.0084
5105,138,152,painter,Need to repaint the living room walls.,2025-08-21 15:28:19.898493,Completed,112,3.0,0.0468
5106,292,46,plumbing,The toilet won't flush properly.,2025-07-28 15:28:19.898493,Canceled,0,,0.3006
5107,178,18,painter,Fresh paint job for the entire apartment.,2025-06-02 15:28:19.898493,Canceled,0,,0.1096
5108,62,33,home cleaning,Need a full apartment cleaning this weekend.,2025-08-15 15:28:19.898493,Canceled,0,,0.2921
5109,115,34,air condition,Annual AC maintenance and filter cleaning.,2025-09-05 15:28:19.898493,Completed,422,5.0,0.0453
5110,246,199,plumbing,The kitchen drain is clogged and water backs up.,2025-10-21 15:28:19.898493,Canceled,0,,0.3158
5111,161,127,carpentry,"Bathroom cabinet door fell off, need repair.",2025-11-26 15:28:19.898493,Completed,1200,4.0,0.321
5112,117,118,fan,Ceiling fan wobbling dangerously when spinning.,2025-10-20 15:28:19.898493,Completed,322,4.0,0.0425
5113,54,164,painter,Decorative accent wall with two-tone color.,2025-11-07 15:28:19.898493,Completed,1308,5.0,0.0163
5114,197,109,air condition,Wall-mounted AC unit installation with piping.,2025-04-28 15:28:19.898493,Completed,750,5.0,0.0368
5115,84,180,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2025-12-03 15:28:19.898493,Canceled,0,,0.3154
5116,239,112,air condition,"AC making loud noise, needs servicing.",2025-04-15 15:28:19.898493,Completed,245,4.0,0.0107
5117,439,45,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-12-14 15:28:19.898493,Canceled,0,,0.0114
5118,320,196,air condition,Split unit filter and coil cleaning.,2025-07-07 15:28:19.898493,Completed,127,3.0,0.0998
5119,92,19,carpentry,The bedroom door is stuck and won't close.,2025-09-09 15:28:19.898493,Completed,233,4.0,0.3119
5120,252,180,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2025-07-26 15:28:19.898493,Completed,560,4.0,0.3119
5121,69,185,plumbing,The water heater is making strange noises and water is cold.,2025-07-14 15:28:19.898493,Completed,1296,5.0,0.0057
5122,84,110,home cleaning,Move-out cleaning for apartment handover.,2025-04-10 15:28:19.898493,Completed,222,3.0,0.0602
5123,408,86,painter,"Ceiling has water stains, needs scraping and repainting.",2025-10-11 15:28:19.898493,Canceled,0,,0.0301
5124,67,159,carpentry,Wall-mounted bookshelf needs professional installation.,2025-08-26 15:28:19.898493,Completed,1146,5.0,0.0094
5125,74,17,fridge/freezer,Ice maker producing small or hollow ice cubes.,2026-04-01 15:28:19.898493,Completed,458,5.0,0.0101
5126,353,99,dish,New receiver programming and channel scan.,2025-04-06 15:28:19.898493,Canceled,0,,0.0374
5127,135,155,home cleaning,Move-in cleaning and sanitization for new home.,2025-09-12 15:28:19.898493,Canceled,0,,0.4119
5128,26,71,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-08-25 15:28:19.898493,Completed,216,3.0,0.1037
5129,58,152,painter,Bathroom ceiling paint is peeling off.,2025-04-13 15:28:19.898493,Completed,224,4.0,0.0253
5130,289,124,air condition,AC is running but not cooling the room at all.,2026-01-03 15:28:19.898493,Completed,284,2.0,0.0328
5131,91,52,dish,Satellite dish setup with receiver configuration.,2026-03-02 15:28:19.898493,Completed,740,5.0,0.0203
5132,387,56,carpentry,Assembling a new IKEA wardrobe.,2025-12-28 15:28:19.898493,Completed,102,3.0,0.0133
5133,273,125,dish,New receiver programming and channel scan.,2025-05-17 15:28:19.898493,Completed,334,4.0,0.0233
5134,278,149,oven/cooker,Microwave sparking inside when turned on.,2025-10-01 15:28:19.898493,Canceled,0,,0.0389
5135,199,191,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-10-20 15:28:19.898493,Completed,418,5.0,0.0144
5136,462,162,carpentry,Wall-mounted bookshelf needs professional installation.,2025-05-09 15:28:19.898493,Completed,296,4.0,0.027
5137,288,76,air condition,"AC making loud noise, needs servicing.",2025-05-19 15:28:19.898493,Completed,786,4.0,0.1425
5138,54,195,dish,Run cable from dish to multiple rooms.,2026-02-10 15:28:19.898493,Completed,224,4.0,0.0062
5139,65,78,fan,Attic ventilation fan installation needed.,2026-03-27 15:28:19.898493,Completed,694,5.0,0.0248
5140,313,21,painter,"Ceiling has water stains, needs scraping and repainting.",2025-09-09 15:28:19.898493,Completed,296,3.0,0.1016
5141,254,63,carpentry,"Bathroom cabinet door fell off, need repair.",2026-01-17 15:28:19.898493,Completed,207,4.0,0.0453
5142,395,27,fan,Stand fan oscillation mechanism is broken.,2025-11-10 15:28:19.898493,Completed,380,3.0,0.0684
5143,138,186,painter,Need to repaint the living room walls.,2025-08-19 15:28:19.898493,Completed,237,3.0,0.1511
5144,446,64,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-04-18 15:28:19.898493,Completed,192,4.0,0.0186
5145,10,161,carpentry,Assembling a new IKEA wardrobe.,2025-07-22 15:28:19.898493,Completed,158,4.0,0.0344
5146,249,99,dish,Need to install a new satellite dish on the roof.,2025-06-05 15:28:19.898493,Completed,568,3.0,0.2854
5147,166,76,air condition,"AC deep cleaning, bad smell coming from vents.",2025-07-07 15:28:19.898493,Canceled,0,,0.1473
5148,232,37,home cleaning,Deep cleaning before moving into a new apartment.,2026-02-27 15:28:19.898493,Canceled,0,,0.0539
5149,419,140,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2025-11-22 15:28:19.898493,Completed,476,4.0,0.0511
5150,34,100,plumbing,Need help installing a new washing machine drain.,2025-09-20 15:28:19.898493,Completed,222,2.0,0.1437
5151,108,71,oven/cooker,Microwave turntable stopped spinning.,2025-04-28 15:28:19.898493,Canceled,0,,0.0284
5152,149,114,fan,Stand fan oscillation mechanism is broken.,2026-03-19 15:28:19.898493,Completed,378,5.0,0.0361
5153,6,190,carpentry,Need custom shelves built for the living room.,2026-03-26 15:28:19.898493,Canceled,0,,0.0412
5154,240,18,painter,Textured wall finish for the bedroom.,2025-10-26 15:28:19.898493,Completed,466,4.0,0.0321
5155,329,127,carpentry,The bedroom door is stuck and won't close.,2026-02-25 15:28:19.898493,Completed,600,5.0,0.1244
5156,447,157,fridge/freezer,Fridge leaking water inside on the shelves.,2026-02-25 15:28:19.898493,Canceled,0,,0.0147
5157,356,147,electrical,Sparking sound coming from the wall outlet.,2025-06-04 15:28:19.898493,Completed,538,4.0,0.1091
5158,219,93,dish,Mount a 65-inch TV on the bedroom wall.,2026-03-29 15:28:19.898493,Completed,348,5.0,0.0319
5159,163,166,electrical,Need to rewire the living room for extra outlets.,2025-10-30 15:28:19.898493,Completed,873,5.0,0.0117
5160,86,79,dish,Need TV wall mounted in the living room.,2025-10-27 15:28:19.898493,Canceled,0,,0.1125
5161,219,96,dish,"Satellite signal is weak, dish needs realignment.",2025-04-12 15:28:19.898493,Canceled,0,,0.0471
5162,323,48,painter,Fill holes and repaint where old shelves were mounted.,2025-12-21 15:28:19.898493,Canceled,0,,0.1429
5163,148,4,plumbing,Dishwasher water line needs professional installation.,2025-11-05 15:28:19.898493,Completed,370,4.0,0.0455
5164,478,9,electrical,Wall outlet stopped working and smells like burning.,2025-08-02 15:28:19.898493,Canceled,0,,0.1279
5165,119,123,plumbing,"Toilet is constantly running, wasting water.",2025-09-09 15:28:19.898493,Completed,368,4.0,0.0254
5166,377,167,plumbing,Dishwasher water line needs professional installation.,2025-07-19 15:28:19.898493,Completed,608,5.0,0.1322
5167,32,66,oven/cooker,Microwave turntable stopped spinning.,2025-05-19 15:28:19.898493,Canceled,0,,0.0164
5168,181,82,dish,"Dish was damaged in wind storm, needs fixing.",2026-02-06 15:28:19.898493,Completed,540,4.0,0.075
5169,17,69,dish,Need to install a new satellite dish on the roof.,2026-02-11 15:28:19.898493,Canceled,0,,0.2946
5170,113,156,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-02-05 15:28:19.898493,Completed,494,4.0,0.1338
5171,294,160,dish,"Satellite signal is weak, dish needs realignment.",2025-11-15 15:28:19.898493,Canceled,0,,0.0254
5172,21,197,electrical,Main circuit breaker needs inspection and replacement.,2026-01-01 15:28:19.898493,Canceled,0,,0.058
5173,31,119,fan,Ceiling fan wobbling dangerously when spinning.,2025-08-22 15:28:19.898493,Canceled,0,,0.0276
5174,398,96,dish,"Dish was damaged in wind storm, needs fixing.",2026-03-08 15:28:19.898493,Completed,480,4.0,0.1298
5175,23,17,fridge/freezer,"Freezer not freezing, ice cream melting.",2026-03-26 15:28:19.898493,Completed,458,5.0,0.0293
5176,270,17,fridge/freezer,Refrigerator makes loud humming noise.,2025-04-07 15:28:19.898493,Completed,687,4.0,0.0976
5177,400,16,carpentry,Assembling a new IKEA wardrobe.,2026-02-27 15:28:19.898493,Canceled,0,,0.2666
5178,221,69,dish,New receiver programming and channel scan.,2025-09-27 15:28:19.898493,Canceled,0,,0.4371
5179,148,4,plumbing,Need help installing a new washing machine drain.,2025-05-01 15:28:19.898493,Canceled,0,,0.0455
5180,109,127,carpentry,"Front door lock mechanism is jammed, door won't open.",2026-01-27 15:28:19.898493,Canceled,0,,0.3091
5181,1,162,carpentry,Need custom shelves built for the living room.,2026-03-05 15:28:19.898493,Canceled,0,,0.3233
5182,20,27,fan,Need ventilation fan installed in windowless room.,2025-04-28 15:28:19.898493,Completed,380,4.0,0.1373
5183,415,82,dish,Satellite dish setup with receiver configuration.,2025-06-23 15:28:19.898493,Completed,540,4.0,0.1236
5184,4,114,fan,Stand fan oscillation mechanism is broken.,2025-07-18 15:28:19.898493,Completed,756,5.0,0.0224
5185,121,145,fan,Need to install a new ceiling fan in the bedroom.,2026-01-06 15:28:19.898493,Canceled,0,,0.1088
5186,222,40,home cleaning,Need a full apartment cleaning this weekend.,2025-12-31 15:28:19.898493,Completed,299,4.0,0.1735
5187,121,125,dish,"Satellite signal is weak, dish needs realignment.",2025-09-03 15:28:19.898493,Completed,167,2.0,0.1485
5188,327,87,fridge/freezer,Water pooling under the fridge.,2025-09-19 15:28:19.898493,Canceled,0,,0.1145
5189,346,174,painter,Need to repaint the living room walls.,2025-12-20 15:28:19.898493,Completed,215,5.0,0.0212
5190,72,190,carpentry,Antique wooden table has cracks and needs restoration.,2025-07-08 15:28:19.898493,Canceled,0,,0.1899
5191,76,68,electrical,Chandelier replacement in the living room.,2025-04-06 15:28:19.898493,Completed,202,4.0,0.0086
5192,179,44,air condition,"AC not cooling, probably needs freon refill.",2026-02-06 15:28:19.898493,Canceled,0,,0.3841
5193,165,87,fridge/freezer,Ice maker in the fridge stopped working.,2025-10-22 15:28:19.898493,Completed,352,3.0,0.1117
5194,495,161,carpentry,Need custom shelves built for the living room.,2025-06-12 15:28:19.898493,Completed,316,3.0,0.1176
5195,208,128,dish,Need to install a new satellite dish on the roof.,2025-07-03 15:28:19.898493,Completed,526,4.0,0.0296
5196,25,131,painter,Minor wall touch-ups after furniture was moved.,2025-08-18 15:28:19.898493,Completed,360,3.0,0.1629
5197,377,143,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2026-02-03 15:28:19.898493,Completed,362,3.0,0.1076
5198,119,138,air condition,"AC not cooling, probably needs freon refill.",2025-12-28 15:28:19.898493,Completed,374,3.0,0.0145
5199,491,187,air condition,Air conditioner gas recharge needed.,2025-09-03 15:28:19.898493,Completed,790,5.0,0.1513
5200,186,36,electrical,The fuse box keeps tripping when I turn on the AC.,2025-10-13 15:28:19.898493,Completed,1713,5.0,0.0242
5201,492,75,plumbing,Shower drain is very slow and smells terrible.,2025-06-23 15:28:19.898493,Completed,558,4.0,0.0261
5202,233,61,carpentry,Wall-mounted bookshelf needs professional installation.,2025-08-19 15:28:19.898493,Completed,928,5.0,0.0466
5203,382,22,home cleaning,Move-in cleaning and sanitization for new home.,2026-03-03 15:28:19.898493,Completed,952,5.0,0.0447
5204,28,184,air condition,Air conditioner gas recharge needed.,2025-09-02 15:28:19.898493,Completed,546,3.0,0.1103
5205,341,110,home cleaning,"Post-renovation deep cleaning, lots of dust.",2026-03-24 15:28:19.898493,Completed,222,3.0,0.0307
5206,376,127,carpentry,Kitchen cabinet hinges are broken.,2025-08-13 15:28:19.898493,Completed,1200,5.0,0.1165
5207,118,98,oven/cooker,Microwave sparking inside when turned on.,2026-03-29 15:28:19.898493,Canceled,0,,0.0237
5208,325,125,dish,Run cable from dish to multiple rooms.,2025-10-10 15:28:19.898493,Canceled,0,,0.1484
5209,469,32,air condition,Annual AC maintenance and filter cleaning.,2025-08-07 15:28:19.898493,Canceled,0,,0.3139
5210,108,167,plumbing,The toilet won't flush properly.,2025-12-22 15:28:19.898493,Completed,304,5.0,0.0145
5211,70,57,plumbing,Need help installing a new washing machine drain.,2026-01-21 15:28:19.898493,Canceled,0,,0.365
5212,245,16,carpentry,New office desk needs professional assembly.,2026-04-04 15:28:19.898493,Completed,110,2.0,0.3678
5213,59,173,plumbing,The toilet won't flush properly.,2025-08-01 15:28:19.898493,Canceled,0,,0.0225
5214,354,53,dish,Need TV wall mounted in the living room.,2025-11-28 15:28:19.898493,Completed,422,5.0,0.0258
5215,437,126,home cleaning,Move-in cleaning and sanitization for new home.,2025-12-31 15:28:19.898493,Canceled,0,,0.04
5216,12,180,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-10-12 15:28:19.898493,Completed,280,3.0,0.3247
5217,146,176,electrical,Need smart home wiring for lights and thermostat.,2026-03-12 15:28:19.898493,Completed,558,4.0,0.0084
5218,27,66,oven/cooker,"Oven not heating up, food stays raw.",2025-07-09 15:28:19.898493,Canceled,0,,0.0157
5219,300,129,fridge/freezer,"Auto-defrost not working, ice on back wall.",2026-02-16 15:28:19.898493,Completed,1072,4.0,0.2657
5220,246,25,plumbing,The kitchen drain is clogged and water backs up.,2026-01-21 15:28:19.898493,Completed,1142,4.0,0.1567
5221,469,109,air condition,Split unit filter and coil cleaning.,2025-09-28 15:28:19.898493,Completed,250,3.0,0.3719
5222,409,156,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-02-06 15:28:19.898493,Completed,494,4.0,0.1112
5223,243,149,oven/cooker,"Oven not heating up, food stays raw.",2026-01-10 15:28:19.898493,Canceled,0,,0.2685
5224,187,175,fan,"Ceiling fan stopped working, no rotation.",2025-10-26 15:28:19.898493,Canceled,0,,0.1164
5225,43,32,air condition,"AC deep cleaning, bad smell coming from vents.",2026-04-03 15:28:19.898493,Canceled,0,,0.3022
5226,497,4,plumbing,"Toilet is constantly running, wasting water.",2025-04-11 15:28:19.898493,Completed,370,4.0,0.0376
5227,243,66,oven/cooker,Heating element in the oven burned out.,2025-08-11 15:28:19.898493,Completed,832,4.0,0.0338
5228,332,71,oven/cooker,Microwave turntable stopped spinning.,2025-05-23 15:28:19.898493,Canceled,0,,0.4097
5229,283,57,plumbing,"Need the water heater replaced, it's rusty and old.",2026-02-05 15:28:19.898493,Canceled,0,,0.2522
5230,219,53,dish,Satellite dish setup with receiver configuration.,2025-05-09 15:28:19.898493,Completed,844,4.0,0.4205
5231,390,135,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2026-03-28 15:28:19.898493,Canceled,0,,0.0202
5232,272,108,painter,Fill holes and repaint where old shelves were mounted.,2025-05-09 15:28:19.898493,Completed,177,3.0,0.1199
5233,200,125,dish,New receiver programming and channel scan.,2026-03-09 15:28:19.898493,Canceled,0,,0.1768
5234,79,27,fan,"Ceiling fan stopped working, no rotation.",2026-01-18 15:28:19.898493,Canceled,0,,0.0251
5235,487,42,home cleaning,Weekly house cleaning service needed.,2025-07-18 15:28:19.898493,Completed,281,4.0,0.111
5236,40,35,carpentry,Fixing a broken leg on the dining table.,2025-06-21 15:28:19.898493,Canceled,0,,0.3159
5237,393,15,carpentry,Fixing a broken leg on the dining table.,2026-02-28 15:28:19.898493,Completed,428,4.0,0.0262
5238,364,56,carpentry,"Bathroom cabinet door fell off, need repair.",2026-03-12 15:28:19.898493,Completed,102,3.0,0.1362
5239,454,96,dish,"Satellite signal is weak, dish needs realignment.",2026-03-03 15:28:19.898493,Completed,480,4.0,0.0084
5240,217,130,dish,"Satellite signal is weak, dish needs realignment.",2025-04-20 15:28:19.898493,Completed,208,3.0,0.0214
5241,252,129,fridge/freezer,"Auto-defrost not working, ice on back wall.",2025-11-10 15:28:19.898493,Canceled,0,,0.3073
5242,271,175,fan,Attic ventilation fan installation needed.,2025-05-27 15:28:19.898493,Canceled,0,,0.1871
5243,177,124,air condition,Split unit filter and coil cleaning.,2025-06-08 15:28:19.898493,Completed,284,3.0,0.035
5244,416,93,dish,Hide TV cables inside the wall for clean look.,2026-01-09 15:28:19.898493,Canceled,0,,0.0424
5245,148,13,home cleaning,Need a full apartment cleaning this weekend.,2025-06-11 15:28:19.898493,Completed,343,5.0,0.0183
5246,395,63,carpentry,The bedroom door is stuck and won't close.,2025-08-08 15:28:19.898493,Completed,414,4.0,0.0454
5247,361,168,electrical,Half the lights in the apartment went out suddenly.,2025-11-11 15:28:19.898493,Completed,1122,4.0,0.0206
5248,2,186,painter,Textured wall finish for the bedroom.,2026-03-04 15:28:19.898493,Completed,474,4.0,0.0295
5249,25,107,fridge/freezer,Water pooling under the fridge.,2025-09-09 15:28:19.898493,Completed,162,4.0,0.0303
5250,463,185,plumbing,"Toilet is constantly running, wasting water.",2026-03-07 15:28:19.898493,Completed,864,5.0,0.4081
5251,84,172,air condition,Wall-mounted AC unit installation with piping.,2025-05-24 15:28:19.898493,Canceled,0,,0.0987
5252,87,92,fan,Need to install a new ceiling fan in the bedroom.,2025-05-12 15:28:19.898493,Completed,366,4.0,0.0486
5253,438,17,fridge/freezer,Ice maker producing small or hollow ice cubes.,2025-10-01 15:28:19.898493,Canceled,0,,0.3897
5254,30,98,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2026-03-10 15:28:19.898493,Canceled,0,,0.0427
5255,39,33,home cleaning,Deep cleaning before moving into a new apartment.,2026-02-17 15:28:19.898493,Completed,526,3.0,0.2976
5256,60,182,painter,Textured wall finish for the bedroom.,2025-12-08 15:28:19.898493,Completed,928,5.0,0.1208
5257,145,15,carpentry,Wall-mounted bookshelf needs professional installation.,2025-09-02 15:28:19.898493,Completed,428,4.0,0.0133
5258,405,14,fridge/freezer,Water pooling under the fridge.,2026-01-11 15:28:19.898493,Completed,472,4.0,0.0263
5259,252,17,fridge/freezer,"Auto-defrost not working, ice on back wall.",2026-01-03 15:28:19.898493,Completed,229,4.0,0.1161
5260,453,167,plumbing,The toilet won't flush properly.,2025-09-13 15:28:19.898493,Canceled,0,,0.1483
5261,91,24,dish,Satellite dish setup with receiver configuration.,2026-03-25 15:28:19.898493,Canceled,0,,0.4375
5262,401,76,air condition,Air conditioner gas recharge needed.,2025-12-02 15:28:19.898493,Completed,786,4.0,0.0115
5263,434,157,fridge/freezer,Fridge compressor running but not cooling.,2026-03-23 15:28:19.898493,Canceled,0,,0.2611
5264,101,13,home cleaning,Move-out cleaning for apartment handover.,2025-05-20 15:28:19.898493,Canceled,0,,0.0532
5265,123,44,air condition,Air conditioner gas recharge needed.,2026-03-07 15:28:19.898493,Canceled,0,,0.3924
5266,146,199,plumbing,The kitchen drain is clogged and water backs up.,2026-02-02 15:28:19.898493,Canceled,0,,0.3078
5267,428,17,fridge/freezer,Fridge leaking water inside on the shelves.,2025-04-23 15:28:19.898493,Completed,458,4.0,0.3977
5268,311,74,home cleaning,Move-in cleaning and sanitization for new home.,2025-04-05 15:28:19.898493,Completed,926,4.0,0.3819
5269,485,159,carpentry,"Bathroom cabinet door fell off, need repair.",2025-05-23 15:28:19.898493,Completed,1146,4.0,0.0658
5270,426,48,painter,Front gate needs rust removal and repainting.,2026-02-16 15:28:19.898493,Completed,862,5.0,0.041
5271,181,169,electrical,Need to install new LED light fixtures in the kitchen.,2025-10-25 15:28:19.898493,Completed,586,4.0,0.0098
5272,316,62,electrical,Half the lights in the apartment went out suddenly.,2025-04-06 15:28:19.898493,Completed,585,4.0,0.0193
5273,146,142,electrical,Half the lights in the apartment went out suddenly.,2025-09-11 15:28:19.898493,Completed,894,5.0,0.0026
5274,283,187,air condition,"AC making loud noise, needs servicing.",2025-04-14 15:28:19.898493,Completed,395,5.0,0.0248
5275,23,93,dish,"Dish was damaged in wind storm, needs fixing.",2026-01-09 15:28:19.898493,Completed,696,5.0,0.0124
5276,312,162,carpentry,Need custom shelves built for the living room.,2025-04-17 15:28:19.898493,Completed,296,4.0,0.006
5277,59,178,plumbing,Shower drain is very slow and smells terrible.,2025-04-25 15:28:19.898493,Completed,286,3.0,0.413
5278,169,150,oven/cooker,"Oven door won't close properly, heat escaping.",2026-03-26 15:28:19.898493,Completed,946,5.0,0.0773
5279,424,134,fan,Need to install a new ceiling fan in the bedroom.,2025-10-22 15:28:19.898493,Completed,442,4.0,0.0219
5280,16,180,home cleaning,"Upholstery and sofa cleaning, pet stains.",2025-05-21 15:28:19.898493,Completed,560,3.0,0.3999
